tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
9606	Homo sapiens	2956	0	live	MSH6	GTBP, GTMBP, HNPCC5, HSAP, LYNCH5, MMRCS3, MSH-6, p160	mutS homolog 6	DNA mismatch repair protein Msh6|G/T mismatch-binding protein|mutS protein homolog 6|mutS-alpha 160 kDa subunit|mutS-like protein 6|sperm-associated protein	2p16.3	2	NC_000002.12	47783145	47810101	plus	19	600678	
9606	Homo sapiens	7113	0	live	TMPRSS2	PRSS10	transmembrane serine protease 2	transmembrane protease serine 2|epitheliasin|serine protease 10|transmembrane protease, serine 2	21q22.3	21	NC_000021.9	41464305	41508158	minus	15	602060	
9606	Homo sapiens	22938	0	live	SNW1	Bx42, FUN20, NCOA-62, PRPF45, Prp45, SKIIP, SKIP, SKIP1	SNW domain containing 1	SNW domain-containing protein 1|SKI interacting protein|homolog of Drosophila BX42|nuclear protein SkiP|nuclear receptor coactivator NCoA-62|nuclear receptor coactivator, 62-kD|ski-interacting protein	14q24.3	14	NC_000014.9	77717599	77761156	minus	13	603055	
9606	Homo sapiens	6319	0	live	SCD	FADS5, MSTP0081, SCDOS, hSCD1, SCD	stearoyl-CoA desaturase	stearoyl-CoA desaturase|acyl-CoA desaturase|delta(9)-desaturase|fatty acid desaturase|predicted protein of HQ0998|stearoyl-CoA desaturase (delta-9-desaturase)|stearoyl-CoA desaturase opposite strand	10q24.31	10	NC_000010.11	100347233	100364826	plus	6	604031	
9606	Homo sapiens	2264	0	live	FGFR4	CD334, JTK2, TKF	fibroblast growth factor receptor 4	fibroblast growth factor receptor 4|hydroxyaryl-protein kinase|protein-tyrosine kinase|tyrosine kinase related to fibroblast growth factor receptor|tyrosylprotein kinase	5q35.2	5	NC_000005.10	177086915	177098144	plus	18	134935	
9606	Homo sapiens	2056	0	live	EPO	DBAL, ECYT5, EP, MVCD2	erythropoietin	erythropoietin|epoetin	7q22.1	7	NC_000007.14	100720468	100723700	plus	5	133170	
9606	Homo sapiens	1240	0	live	CMKLR1	CHEMERINR, ChemR23, DEZ, ERV1, RVER1	chemerin chemokine-like receptor 1	chemerin-like receptor 1|G-protein coupled receptor ChemR23|G-protein coupled receptor DEZ|chemerin receptor|chemokine receptor-like 1|chemokine-like receptor 1|orphan G-protein coupled receptor, Dez|resolvin E1 receptor	12q23.3	12	NC_000012.12	108288046	108339311	minus	6	602351	
9606	Homo sapiens	2150	0	live	F2RL1	GPR11, PAR2	F2R like trypsin receptor 1	proteinase-activated receptor 2|G-protein coupled receptor 11|coagulation factor II (thrombin) receptor-like 1|protease-activated receptor 2|thrombin receptor-like 1	5q13.3	5	NC_000005.10	76819030	76835315	plus	2	600933	
9606	Homo sapiens	3579	0	live	CXCR2	CD182, CDw128b, CMKAR2, IL8R2, IL8RA, IL8RB, WHIMS2	C-X-C motif chemokine receptor 2	C-X-C chemokine receptor type 2|CXC-R2|CXCR-2|CXCR2 gene for IL8 receptor type B|GRO/MGSA receptor|IL-8 receptor type 2|IL-8R B|chemokine (CXC) receptor 2|high affinity interleukin-8 receptor B|interleukin 8 receptor type 2|interleukin 8 receptor, beta|interleukin-8 receptor type B	2q35	2	NC_000002.12	218125294	218137251	plus	6	146928	
9606	Homo sapiens	5744	0	live	PTHLH	BDE2, HHM, PLP, PTHR, PTHRP	parathyroid hormone like hormone	parathyroid hormone-related protein|PTH-rP|PTH-related protein|osteostatin|parathyroid hormone-like hormone preproprotein|parathyroid hormone-like related protein	12p11.22	12	NC_000012.12	27958084	27972733	minus	7	168470	
9606	Homo sapiens	407050	0	live	MIR93	MIRN9, MIRN93, hsa-mir-93, miR-93	microRNA 93		7q22.1	7	NC_000007.14	100093768	100093847	minus	1	612984	
9606	Homo sapiens	406987	0	live	MIR204	MIRN204, RDICC, miRNA204, mir-204	microRNA 204	hsa-mir-204	9q21.12	9	NC_000009.12	70809975	70810084	minus	1	610942	
9606	Homo sapiens	817	0	live	CAMK2D	CAMKD	calcium/calmodulin dependent protein kinase II delta	calcium/calmodulin-dependent protein kinase type II subunit delta|CaM kinase II delta subunit|CaM-kinase II delta chain|CaMK-II delta subunit|calcium/calmodulin-dependent protein kinase (CaM kinase) II delta|calcium/calmodulin-dependent protein kinase type II delta chain	4q26	4	NC_000004.12	113451032	113761738	minus	26	607708	
9606	Homo sapiens	634	0	live	CEACAM1	BGP, BGP1, BGPI	CEA cell adhesion molecule 1	cell adhesion molecule CEACAM1|CD66a antigen|antigen CD66|carcinoembryonic antigen related cell adhesion molecule 1|carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein)	19q13.2	19	NC_000019.10	42507306	42528481	minus	10	109770	
9606	Homo sapiens	2186	0	live	BPTF	FAC1, FALZ, NEDDFL, NURF301	bromodomain PHD finger transcription factor	nucleosome-remodeling factor subunit BPTF|bromodomain and PHD domain transcription factor|bromodomain and PHD finger-containing transcription factor|fetal Alz-50 clone 1 protein|fetal Alz-50 reactive clone 1|fetal Alzheimer antigen|nucleosome remodeling factor, large subunit	17q24.2	17	NC_000017.11	67825503	67984378	plus	34	601819	
9606	Homo sapiens	4035	0	live	LRP1	A2MR, APOER, APR, CD91, DDH3, IGFBP-3R, IGFBP3R, IGFBP3R1, KPA, LRPA, TGFBR5, LRP1	LDL receptor related protein 1	prolow-density lipoprotein receptor-related protein 1|TbetaR-V/LRP-1/IGFBP-3 receptor|alpha-2-macroglobulin receptor|apolipoprotein E receptor|low density lipoprotein receptor-related protein 1|type V tgf-beta receptor	12q13.3	12	NC_000012.12	57128483	57213361	plus	89	107770	
9606	Homo sapiens	3611	0	live	ILK	HEL-S-28-1, ILK-2, P59, p59ILK, ILK	integrin linked kinase	scaffold protein ILK|59 kDa serine/threonine-protein kinase|beta-integrin-linked kinase|epididymis secretory protein Li 28|inactive integrin-linked kinase|integrin-linked kinase-2|integrin-linked protein kinase	11p15.4	11	NC_000011.10	6603774	6610870	plus	13	602366	
9606	Homo sapiens	10664	0	live	CTCF	CFAP108, FAP108, MRD21	CCCTC-binding factor	transcriptional repressor CTCF|11 zinc finger transcriptional repressor|11-zinc finger protein|CCCTC-binding factor (zinc finger protein)|CTCFL paralog	16q22.1	16	NC_000016.10	67562526	67639177	plus	13	604167	
9606	Homo sapiens	26291	0	live	FGF21		fibroblast growth factor 21	fibroblast growth factor 21	19q13.33	19	NC_000019.10	48755524	48758330	plus	4	609436	
9606	Homo sapiens	3329	0	live	HSPD1	CPN60, GROEL, HLD4, HSP-60, HSP60, HSP65, HuCHA60, SPG13	heat shock protein family D (Hsp60) member 1	60 kDa heat shock protein, mitochondrial|60 kDa chaperonin|P60 lymphocyte protein|chaperonin 60|epididymis secretory sperm binding protein|heat shock 60kDa protein 1 (chaperonin)|heat shock protein 65|heat shock protein family D member 1|mitochondrial matrix protein P1|short heat shock protein 60 Hsp60s1	2q33.1	2	NC_000002.12	197486584	197500274	minus	13	118190	
9606	Homo sapiens	51284	0	live	TLR7	IMD74, SLEB17-like, TLR7	toll like receptor 7	toll-like receptor 7|toll-like receptor 7-like	Xp22.2	X	NC_000023.11	12867072	12890361	plus	3	300365	
9606	Homo sapiens	406948	0	live	MIR15A	MIRN15A, hsa-mir-15a, miRNA15A, mir-15a	microRNA 15a		13q14.2	13	NC_000013.11	50049119	50049201	minus	1	609703	
9606	Homo sapiens	6720	0	live	SREBF1	HMD, IFAP2, SREBP1, bHLHd1	sterol regulatory element binding transcription factor 1	sterol regulatory element-binding protein 1|class D basic helix-loop-helix protein 1	17p11.2	17	NC_000017.11	17811334	17836986	minus	22	184756	
9606	Homo sapiens	10381	0	live	TUBB3	CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4	tubulin beta 3 class III	tubulin beta-3 chain|class III beta-tubulin|tubulin beta-4 chain|tubulin beta-III|tubulin, beta 3	16q24.3	16	NC_000016.10	89921925	89936097	plus	5	602661	
9606	Homo sapiens	5371	0	live	PML	MYL, PP8675, RNF71, TRIM19	PML nuclear body scaffold	protein PML|E3 SUMO-protein ligase PML|PML/RARA fusion|RING finger protein 71|RING-type E3 SUMO transferase PML|probable transcription factor PML|promyelocytic leukemia protein|promyelocytic leukemia, inducer of|tripartite motif protein TRIM19|tripartite motif-containing protein 19	15q24.1	15	NC_000015.10	73994716	74047827	plus	10	102578	
9606	Homo sapiens	50616	0	live	IL22	IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18	interleukin 22	interleukin-22|IL-10-related T-cell-derived inducible factor|cytokine Zcyto18	12q15	12	NC_000012.12	68248242	68253604	minus	6	605330	
9606	Homo sapiens	2113	0	live	ETS1	ETS-1, EWSR2, c-ets-1, p54	ETS proto-oncogene 1, transcription factor	protein C-ets-1|Avian erythroblastosis virus E26 (v-ets) oncogene homolog-1|v-ets avian erythroblastosis virus E2 oncogene homolog 1|v-ets avian erythroblastosis virus E26 oncogene homolog 1	11q24.3	11	NC_000011.10	128458765	128587558	minus	13	164720	
9606	Homo sapiens	284217	0	live	LAMA1	LAMA, PTBHS, S-LAM-alpha	laminin subunit alpha 1	laminin subunit alpha-1|S-LAM alpha|S-laminin subunit alpha|laminin A chain|laminin, alpha 1|laminin-3 subunit alpha	18p11.31	18	NC_000018.10	6941742	7117797	minus	63	150320	
9606	Homo sapiens	2212	0	live	FCGR2A	CD32, CD32A, CDw32, FCG2, FCGR21, FcGR, FcgammaRIIa, IGFR2, FCGR2A	Fc gamma receptor IIa	low affinity immunoglobulin gamma Fc region receptor II-a|Fc fragment of IgG receptor IIa|Fc fragment of IgG, low affinity IIa, receptor (CD32)|Fc gamma receptor RIIa3|Immunoglobulin G Fc receptor II|fc-gamma-RIIa|fcRII-a|igG Fc receptor II-a	1q23.3	1	NC_000001.11	161505457	161524048	plus	10	146790	
9606	Homo sapiens	1435	0	live	CSF1	CSF-1, MCSF, PG-M-CSF	colony stimulating factor 1	macrophage colony-stimulating factor 1|CSF1-hERV-LTR71B fusion protein|colony stimulating factor 1 (macrophage)|lanimostim|macrophage colony stimulating factor 1|proteoglycan macrophage colony-stimulating factor	1p13.3	1	NC_000001.11	109910506	109930992	plus	11	120420	
9606	Homo sapiens	3875	0	live	KRT18	CK-18, CYK18, K18	keratin 18	keratin, type I cytoskeletal 18|cell proliferation-inducing gene 46 protein|cytokeratin 18|keratin 18, type I	12q13.13	12	NC_000012.12	52948855	52952906	plus	8	148070	
9606	Homo sapiens	2316	0	live	FLNA	ABP-280, ABPX, CSBS, CVD1, FGS2, FLN, FLN-A, FLN1, FMD, MNS, NHBP, OPD, OPD1, OPD2, XLVD, XMVD	filamin A	filamin-A|actin binding protein 280|alpha-filamin|endothelial actin-binding protein|epididymis secretory sperm binding protein|filamin A, alpha|filamin-1|non-muscle filamin	Xq28	X	NC_000023.11	154348531	154374634	minus	48	300017	
9606	Homo sapiens	604	0	live	BCL6	BCL5A, LAZ3, ZBTB27, ZNF51, BCL6	BCL6 transcription repressor	B-cell lymphoma 6 protein|B cell CLL/lymphoma 6|B-cell lymphoma 5 protein|B-cell lymphoma 6 protein transcript|BCL-5|BCL-6|cys-his2 zinc finger transcription factor|lymphoma-associated zinc finger gene on chromosome 3|protein LAZ-3|zinc finger and BTB domain-containing protein 27|zinc finger protein 51|zinc finger transcription factor BCL6S	3q27.3	3	NC_000003.12	187721377	187745468	minus	12	109565	
9606	Homo sapiens	1436	0	live	CSF1R	BANDDOS, C-FMS, CD115, CSF-1R, CSFR, FIM2, FMS, GPSC, HDLS, HDLS1, M-CSF-R	colony stimulating factor 1 receptor	macrophage colony-stimulating factor 1 receptor|CD115 antigen|CSF-1 receptor|FMS proto-oncogene|McDonough feline sarcoma viral (v-fms) oncogene homolog|macrophage colony stimulating factor I receptor|proto-oncogene c-Fms	5q32	5	NC_000005.10	150053295	150113365	minus	24	164770	
9606	Homo sapiens	3190	0	live	HNRNPK	AUKS, CSBP, HNRPK, TUNP	heterogeneous nuclear ribonucleoprotein K	heterogeneous nuclear ribonucleoprotein K|dC-stretch binding protein|transformation upregulated nuclear protein	9q21.32	9	NC_000009.12	83968083	83980615	minus	18	600712	
9606	Homo sapiens	4914	0	live	NTRK1	MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA	neurotrophic receptor tyrosine kinase 1	high affinity nerve growth factor receptor|Oncogene TRK|TRK1-transforming tyrosine kinase protein|gp140trk|neurotrophic tyrosine kinase, receptor, type 1|tropomyosin receptor kinase A|tropomyosin-related kinase A|tyrosine kinase receptor A	1q23.1	1	NC_000001.11	156815750	156881850	plus	19	191315	
9606	Homo sapiens	4221	0	live	MEN1	MEAI, SCG2	menin 1	menin	11q13.1	11	NC_000011.10	64803516	64811294	minus	14	613733	
9606	Homo sapiens	567	0	live	B2M	AMYLD6, IMD43, MHC1D4	beta-2-microglobulin	beta-2-microglobulin|beta chain of MHC class I molecules|beta-2-microglobin	15q21.1	15	NC_000015.10	44711517	44718145	plus	4	109700	
9606	Homo sapiens	2547	0	live	XRCC6	CTC75, CTCBF, G22P1, KU70, ML8, TLAA	X-ray repair cross complementing 6	DNA repair protein Ku70|X-ray repair cross-complementing protein 6|5'-dRP lyase Ku70|5'-deoxyribose-5-phosphate lyase Ku70|70 kDa subunit of Ku antigen|ATP-dependent DNA helicase 2 subunit 1|ATP-dependent DNA helicase II, 70 kDa subunit|CTC box binding factor 75 kDa subunit|DNA repair protein XRCC6|Ku autoantigen p70 subunit|Ku autoantigen, 70kDa|X-ray repair complementing defective repair in Chinese hamster cells 6|lupus Ku autoantigen protein p70|thyroid autoantigen 70kD (Ku antigen)|thyroid autoantigen 70kDa (Ku antigen)|thyroid-lupus autoantigen p70	22q13.2	22	NC_000022.11	41621295	41664041	plus	13	152690	
9606	Homo sapiens	2078	0	live	ERG	LMPHM14, erg-3, p55	ETS transcription factor ERG	transcriptional regulator ERG|ERG, ETS transcription factor|FUS/ERG fusion protein|TMPRSS2/ERG fusion|ets-related|transcriptional regulator ERG (transforming protein ERG)|v-ets avian erythroblastosis virus E26 oncogene homolog|v-ets avian erythroblastosis virus E26 oncogene related|v-ets erythroblastosis virus E26 oncogene homolog|v-ets erythroblastosis virus E26 oncogene like	21q22.2	21	NC_000021.9	38367261	38661783	minus	17	165080	
9606	Homo sapiens	574456	0	live	MIR497	MIRN497, hsa-mir-497, mir-497	microRNA 497		17p13.1	17	NC_000017.11	7017911	7018022	minus	1	615672	
9606	Homo sapiens	3838	0	live	KPNA2	IPOA1, PTAC58, QIP2, RCH1, SRP1-alpha, SRP1alpha	karyopherin subunit alpha 2	importin subunit alpha-1|RAG cohort protein 1|importin subunit alpha-2|importin-alpha-P1|karyopherin alpha 2 (RAG cohort 1, importin alpha 1)|nuclear pore-targeting complex 58kD component|pendulin	17q24.2	17	NC_000017.11	68035735	68046854	plus	11	600685	
9606	Homo sapiens	345	0	live	APOC3	APOCIII, Apo-C3, ApoC-3	apolipoprotein C3	apolipoprotein C-III	11q23.3	11	NC_000011.10	116829907	116833072	plus	4	107720	
9606	Homo sapiens	51561	0	live	IL23A	IL-23, IL-23A, IL23P19, P19, SGRF	interleukin 23 subunit alpha	interleukin-23 subunit alpha|IL-23 subunit alpha|IL-23-A|IL-23p19|JKA3 induced upon T-cell activation|interleukin 23 p19 subunit|interleukin 23, alpha subunit p19|interleukin-23 subunit p19|interleukin-six, G-CSF related factor	12q13.3	12	NC_000012.12	56338884	56340410	plus	4	605580	
9606	Homo sapiens	284	0	live	ANGPT1	AGP1, AGPT, AGPT-1, ANG1, HAE5	angiopoietin 1	angiopoietin-1|ANG-1	8q23.1	8	NC_000008.11	107249482	107497918	minus	10	601667	
9606	Homo sapiens	22933	0	live	SIRT2	SIR2, SIR2L, SIR2L2	sirtuin 2	NAD-dependent protein deacetylase sirtuin-2|NAD-dependent deacetylase sirtuin-2|NAD-dependent protein deacylase sirtuin-2|NAD-dependent protein defatty-acylase sirtuin-2|SIR2-like protein 2|regulatory protein SIR2 homolog 2|silent information regulator 2|sir2-related protein type 2|sirtuin type 2	19q13.2	19	NC_000019.10	38878555	38899618	minus	17	604480	
9606	Homo sapiens	4015	0	live	LOX	AAT10	lysyl oxidase	protein-lysine 6-oxidase	5q23.1	5	NC_000005.10	122063195	122078259	minus	8	153455	
9606	Homo sapiens	1649	0	live	DDIT3	AltDDIT3, C/EBPzeta, CEBPZ, CHOP, CHOP-10, CHOP10, GADD153	DNA damage inducible transcript 3	DNA damage-inducible transcript 3 protein|C/EBP zeta|CCAAT/enhancer-binding protein homologous protein|alternative DDIT3 protein|c/EBP-homologous protein 10|growth arrest and DNA damage-inducible protein GADD153	12q13.3	12	NC_000012.12	57516588	57520517	minus	4	126337	
9606	Homo sapiens	63895	0	live	PIEZO2	C18orf30, C18orf58, DA3, DA5, DAIPT, FAM38B, FAM38B2, HsT748, HsT771, MWKS	piezo type mechanosensitive ion channel component 2	piezo-type mechanosensitive ion channel component 2|family with sequence similarity 38, member A pseudogene|family with sequence similarity 38, member B2|piezo-type mechanosensitive ion channel component 1 pseudogene|protein PIEZO2	18p11.22-p11.21	18	NC_000018.10	10670247	11149569	minus	58	613629	
9606	Homo sapiens	7045	0	live	TGFBI	BIGH3, CDB1, CDG2, CDGG1, CSD, CSD1, CSD2, CSD3, EBMD, LCD1	transforming growth factor beta induced	transforming growth factor-beta-induced protein ig-h3|RGD-CAP|RGD-containing collagen-associated protein|beta ig-h3|betaig-h3|kerato-epithelin|transforming growth factor beta-induced 68kDa|transforming growth factor, beta-induced, 68kD	5q31.1	5	NC_000005.10	136028988	136063818	plus	17	601692	
9606	Homo sapiens	5159	0	live	PDGFRB	CD140B, IBGC4, IMF1, JTK12, KOGS, OPDKD, PDGFR, PDGFR-1, PDGFR1, PENTT	platelet derived growth factor receptor beta	platelet-derived growth factor receptor beta|Activated tyrosine kinase PDGFRB|CD140 antigen-like family member B|NDEL1-PDGFRB|PDGF-R-beta|PDGFR-beta|beta-type platelet-derived growth factor receptor|platelet-derived growth factor receptor 1|platelet-derived growth factor receptor, beta polypeptide	5q32	5	NC_000005.10	150113839	150155845	minus	24	173410	
9606	Homo sapiens	5052	0	live	PRDX1	MSP23, NKEF-A, NKEFA, PAG, PAGA, PAGB, PRX1, PRXI, TDPX2	peroxiredoxin 1	peroxiredoxin-1|epididymis secretory sperm binding protein|natural killer cell-enhancing factor A|natural killer-enhancing factor A|proliferation-associated gene A|proliferation-associated gene protein|thioredoxin peroxidase 2|thioredoxin-dependent peroxide reductase 2|thioredoxin-dependent peroxiredoxin 1	1p34.1	1	NC_000001.11	45511051	45522890	minus	7	176763	
9606	Homo sapiens	60674	0	live	GAS5	NCRNA00030, SNHG2	growth arrest specific 5	growth arrest specific 5 (non-protein coding)|growth arrest specific transcript 5|small nucleolar RNA host gene (non-protein coding) 2	1q25.1	1	NC_000001.11	173863901	173869045	minus	13	608280	
9606	Homo sapiens	890	0	live	CCNA2	CCN1, CCNA	cyclin A2	cyclin-A2|cyclin-A	4q27	4	NC_000004.12	121816444	121823883	minus	8	123835	
9606	Homo sapiens	468	0	live	ATF4	CREB-2, CREB2, TAXREB67, TXREB	activating transcription factor 4	cyclic AMP-dependent transcription factor ATF-4|DNA-binding protein TAXREB67|cAMP response element-binding protein 2|cAMP-dependent transcription factor ATF-4|cAMP-responsive element-binding protein 2|cyclic AMP-responsive element-binding protein 2|tax-responsive enhancer element B67|tax-responsive enhancer element-binding protein 67	22q13.1	22	NC_000022.11	39520559	39522686	plus	3	604064	
9606	Homo sapiens	22914	0	live	KLRK1	CD314, D12S2489E, KLR, NKG2-D, NKG2D	killer cell lectin like receptor K1	NKG2-D type II integral membrane protein|NK cell receptor D|NKG2-D-activating NK receptor|killer cell lectin-like receptor subfamily K, member 1	12p13.2	12	NC_000012.12	10372353	10390041	minus	8	611817	
9606	Homo sapiens	2017	0	live	CTTN	EMS1	cortactin	src substrate cortactin|amplaxin|ems1 sequence (mammary tumor and squamous cell carcinoma-associated (p80/85 src substrate)|epididymis secretory sperm binding protein|oncogene EMS1	11q13.3	11	NC_000011.10	70398529	70436575	plus	19	164765	
9606	Homo sapiens	652995	0	live	UCA1	CUDR, LINC00178, NCRNA00178, UCAT1, onco-lncRNA-36	urothelial cancer associated 1	cancer up-regulated drug resistant|long intergenic non-protein coding RNA 178|urothelial cancer associated 1 (non-protein coding)	19p13.12	19	NC_000019.10	15828947	15836321	plus	3	617500	
